"Registration Number","Name of Company (Traditional Chinese)","Name of Company (English)","Area (Traditional Chinese)","Area (English)","District (Traditional Chinese)","District (English)","Business Address (Traditional Chinese)","Business Address (English)","Telephone Number","Workshop Type","Service Scope","Expiry Date","Review Status","Latitude","Longitude","Types of Vehicles Serviced (Traditional Chinese)","Types of Vehicles Serviced (English)","Types of Services Provided by the Workshop (Traditional Chinese)","Types of Services Provided by the Workshop (English)","Sundays (Open)","Sundays (Closed)","Mondays (Open)","Mondays (Closed)","Tuesdays (Open)","Tuesdays(Closed)","Wednesdays (Open)","Wednesdays(Closed)","Thursdays (Open)","Thursdays(Closed)","Fridays (Open)","Fridays (Closed)","Saturdays (Open)","Saturdays (Closed)","Public Holidays (Open)","Public Holidays (Closed)","Statutory Holidays (Open)","Statutory Holidays (Closed)","Opening Hours"
"VMW022980","華聯車房","華聯車房","新界","N.T.","元朗","YUEN LONG","米埔村 DD 99, LOT 769","DD 99, LOT 769 Mai Po Tsuen, ","","3","IC","2027-11-24","","22.497074","114.064194","私家車, 輕型貨車, 中型貨車, 重型貨車, 掛接式拖車頭及拖車架,其他","Private Car, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle, Articulated Tractor and Trailer,Others","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW022991","友興車房","YIU HING AUTO REPAIR","新界","N.T.","北區","NORTH DISTRICT","粉嶺流水響道, LOT 77","LOT 77 Lau Shui Heung Road, Fanling","","3","IC","2027-11-24","","22.511525","114.166347","中型貨車, 重型貨車","Medium Goods Vehicle, Heavy Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
"VMW023008","星輝汽車服務","SING FAI AUTOMOBILE SERVICES","新界","N.T.","北區","NORTH DISTRICT","粉嶺坪輋路 DD 77, LOT 562RP","DD 77, LOT 562RP Ping Che Road, Fanling","34857287","3","IC","2027-11-24","","22.515525","114.165708","巴士, 中型貨車, 重型貨車, 掛接式拖車頭及拖車架","Bus, Medium Goods Vehicle, Heavy Goods Vehicle, Articulated Tractor and Trailer","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW023031","錦芬車房","KAM FAN MOTOR SERVICE","新界","N.T.","元朗","YUEN LONG","山下路欖口村193A號","No. 193A, Lam Hau Tsuen, Shan Ha Road, ","92362696","3","IC","2027-11-24","","22.4345","114.01607","私家車, 輕型貨車, 中型貨車, 重型貨車, 掛接式拖車頭及拖車架","Private Car, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle, Articulated Tractor and Trailer","車身修理","Body works","","","","","","","","","","","","","","","","","","",""
"VMW023064","達明工程公司","TAT MING ENGINEERING COMPANY","新界","N.T.","元朗","YUEN LONG","米埔村 DD 99, LOT 769","DD 99, LOT 769 Container 8, Mai Po Tsuen, ","66336832","3","IC","2027-11-28","","22.497423","114.065262","輕型貨車, 中型貨車, 重型貨車, 掛接式拖車頭及拖車架","Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle, Articulated Tractor and Trailer","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW023075","亨達汽車服務有限公司","HUNTER MOTOR SERVICE COMPANY LIMITED","香港","Hong Kong","南區","SOUTHERN DISTRICT","黃竹坑業勤街33號金來工業大廈第2座地舖","G/F, Block 2, Kingley Industrial Building, No. 33, Yip Kan Street, Wong Chuk Hang","28188484","3","IC","2028-04-06","","22.24882","114.16557","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW023086","昇達汽車修理有限公司","SING TAT GARAGE LIMITED","新界","N.T.","葵青","KWAI TSING","西草灣路綽德停車場昇達車房","Sai Tso Wan Road, ","27708473","3","IC","2027-11-28","","22.342364","114.093108","巴士","Bus","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","R","R","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","R","R","R","R","Mo 09:00-18:00, Tu 09:00-18:00, We 09:00-18:00, Th 09:00-18:00, Fr 09:00-18:00, Sa 09:00-18:00"
"VMW023100","展興汽車服務公司","CHIN HING MOTOR SERVICES CO.","香港","Hong Kong","東區","EASTERN DISTRICT","柴灣常安街132號柴灣工業城1期地下1B-1C舖","Shop 1B-1C, G/F, Chai Wan Industrial City Phase 1, No. 132, Sheung On Street, Chai Wan","62863721","3","IC","2027-12-11","","22.268137","114.242836","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW023111","錦龍汽車公司","KAM LUNG MOTORS COMPANY","新界","N.T.","元朗","YUEN LONG","灰沙圍 DD 121, LOT 197","DD 121, LOT 197 Fui Sha Wai, ","24756743","3","IC","2027-12-11","","22.43841","114.005195","私家車","Private Car","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW023122","世明汽車貨運公司","SAI MING MOTORS & TRANSPORTATION CO","新界","N.T.","元朗","YUEN LONG","新田牛潭尾上竹園竹攸路 DD 94","DD 94, Chuk Yau Road, Sheung Chuk Yuen, Ngau Tam Mei San Tin","28161201","3","IC","2027-12-11","","22.475619","114.058869","輕型貨車, 中型貨車, 重型貨車","Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW023133","車皇會有限公司","CHAMPION CLUB VEHICLES LIMITED","新界","N.T.","葵青","KWAI TSING","葵涌葵定路1-11號美適工業大廈地下","G/F, Mei Sik Industrial Building, No. 1-11, Kwai Ting Road, Kwai Chung","29470999","3","IC","2027-12-11","","22.36018","114.13194","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW023144","信興汽車服務公司","SHUN HING MOTOR SERVICE CO.","香港","Hong Kong","東區","EASTERN DISTRICT","柴灣永泰道70號柴灣工業城2期地下4號舖","Shop 4, G/F, Chai Wan Industrial City Phase 2, No. 70, Wing Tai Road, Chai Wan","28976380","3","IC","2027-12-11","","22.267794","114.242142","私家車","Private Car","車身修理, 車身噴漆","Body works, Spray painting","","","","","","","","","","","","","","","","","","",""
"VMW023155","飛馬汽車服務有限公司","FAMOUS AUTO REPAIR SERVICE COMPANY LIMITED","九龍","Kowloon","觀塘","KWUN TONG","九龍灣宏開道15-16號九龍灣工業中心地下15-16號鋪","Flat/Room 15-16, G/F, Kowloon Bay Industrial Centre, No. 15, Wang Hoi Road, Kowloon Bay","60220328","3","IC","2027-12-11","","22.32261","114.21053","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW023166","普積汽車工作室","PROJECT CARS WORKSHOP","新界","N.T.","元朗","YUEN LONG","油渣埔村 DD 118, LOT 1005 SB PART A","DD 118, LOT 1005 SB PART A Yau Cha Po Village, ","62327378","3","IC","2027-12-17","","22.424786","114.036962","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW023177","李有昌電單車服務有限公司","Y.C. LEE MOTORCYCLE SERVICES LIMITED","九龍","Kowloon","觀塘","KWUN TONG","創業街25號創富中心地下2號舖","Flat 2, G/F, Chong Yip Street, Prosperity Centre No. 25, Chong Yip Street, ","23892081","3","IC","2027-12-11","","22.314147","114.219919","電單車","Motorcycle","","","","","","","","","","","","","","","","","","","","",""
"VMW023199","世昌汽車服務","SAI CHEUNG MOTOR SERVICE","新界","N.T.","元朗","YUEN LONG","公庵路325號","No. 325, Kung Um Road, ","24741654","3","IC","2027-12-11","","22.427923","114.022652","私家車, 輕型貨車","Private Car, Light Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
"VMW023202","健運國際集團有限公司","KIN WAN INTERNATIONAL HOLDINGS COMPANY LIMITED","九龍","Kowloon","黃大仙","WONG TAI SIN","新蒲崗彩虹道202-204號華懋工業大廈地下","G/F, Chinachem Industrial Mansion, No. 202-204, Choi Hung Road, San Po Kong","26200045","3","IC","2027-12-11","","22.338969","114.199842","私家車","Private Car","一般車輛維修 (機械和電器工作), 車身修理, 車身噴漆","General vehicle maintenance (mechanical and electrical work), Body works, Spray painting","","","","","","","","","","","","","","","","","","",""
"VMW023213","財記汽車維修","CHOI KEE MOTOR CAR REPAIRING","新界","N.T.","北區","NORTH DISTRICT","上水文錦渡紅橋新村 DD 88, LOT 29C","DD 88, LOT 29C Man Kam To Road, Hung Kiu New Village, Sheung Shui","98832333","3","IC","2027-12-11","","22.51928","114.12394","輕型貨車, 中型貨車, 重型貨車, 掛接式拖車頭及拖車架","Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle, Articulated Tractor and Trailer","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW023224","專業工程公司","PROFESSIONAL ENGINEERING COMPANY","新界","N.T.","元朗","YUEN LONG","青山公路新田段101號地下","No. 101, G/F, Castle Peak Road, San Tin, ","24718099","3","IC","2028-02-11","","22.49587","114.069946","私家車, 輕型貨車, 中型貨車, 重型貨車, 掛接式拖車頭及拖車架","Private Car, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle, Articulated Tractor and Trailer","","","","","","","","","","","","","","","","","","","","",""
"VMW023246","嘉美汽車服務","KA MEI MOTOR SERVICE","新界","N.T.","元朗","YUEN LONG","公庵路 DD 119, LOT 1607RP","DD 119, LOT 1607RP Kung Um Road, ","93676981","3","IC","2027-12-11","","22.427783","114.022406","私家車, 輕型貨車, 中型貨車, 重型貨車, 掛接式拖車頭及拖車架","Private Car, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle, Articulated Tractor and Trailer","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW023268","NTI EXPRESS AUTO CARE (LAI CHI KOK BRANCH)","NTI EXPRESS AUTO CARE (LAI CHI KOK BRANCH)","九龍","Kowloon","深水埗","SHAM SHUI PO","長沙灣荔枝角道808號好運工業中心地下2號鋪","Unit 2, G/F, Goodluck Industrial Centre, No. 808, Lai Chi Kok Road, (Entrance at 1 Cheung Yee Road) Cheung Sha Wan","23452193","3","IC","2028-04-01","","22.336525","114.149619","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW023280","石崗車房有限公司","SHEK KONG GARAGE LIMITED","新界","N.T.","元朗","YUEN LONG","上村錦田公路","G/F, No. 2A, Kam Tin Road, Sheung Tsuen, ","24881468","3","IC","2027-12-20","","22.431908","114.103417","私家車, 輕型貨車, 中型貨車, 電單車","Private Car, Light Goods Vehicle, Medium Goods Vehicle, Motorcycle","","","","","","","","","","","","","","","","","","","","",""
"VMW023291","瑞興汽車工程","SHUI HING MOTOR ENG","新界","N.T.","元朗","YUEN LONG","錦上路 DD 106, LOT 480","DD 106, LOT 480 Kam Sheung Road, ","62861384","3","IC","2027-12-20","","22.432556","114.070053","小巴","Light Bus","","","","","","","","","","","","","","","","","","","","",""
"VMW023315","快捷汽車服務","SPEEDY AUTO-SERVICE","新界","N.T.","元朗","YUEN LONG","公庵路 DD 120, LOT 2821","DD 120, LOT 2821 Kung Um Road, ","92029944","3","IC","2027-12-20","","22.433462","114.024078","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW023326","承龍汽車維修有限公司","CL MOTORS COMPANY LIMITED","新界","N.T.","元朗","YUEN LONG","宏業西街33號貿易中心地下5號舖","Shop 5, G/F, Yuen Long Trade Centre, No. 33, Wang Yip Street West ","66725964","3","IC","2028-01-02","","22.451122","114.028696","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW023337","御浚汽車工程有限公司","ROYAL'S MOTORS ENGINEERING COMPANY LIMITED","新界","N.T.","屯門","TUEN MUN","藍地屯子圍510號","No. 510 Tuen Tsz Wai, Lam Tei","","3","IC","2028-03-12","","22.419814","113.9811","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW023348","卡狄汽車工程","CARDEX ENGINEERING","新界","N.T.","元朗","YUEN LONG","田廈路新生村地下 A1 DD 124, LOT 1236","DD 124, LOT 1236 G/F A1 San Sang Tsuen, Tin Ha Road, ","24625333","3","IC","2028-01-11","","22.441131","113.989313","私家車, 輕型貨車","Private Car, Light Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
"VMW023359","駿利汽車服務公司","EVER PROFIT MOTOR SERVICES CO.","新界","N.T.","元朗","YUEN LONG","凹頭東成里, LOT662","LOT662 Au Tau Tung Shing Lei, ","97191569","3","IC","2028-04-15","","22.446206","114.044886","私家車, 輕型貨車","Private Car, Light Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
"VMW023360","友記汽車工程公司","YAU KEE MOTORS ENGINEERING CO.","新界","N.T.","元朗","YUEN LONG","山下路欖口村193號A","No. 193A, Lam Hau Tsuen, Shan Ha Road, ","94500442","3","IC","2028-01-11","","22.43432","114.016","輕型貨車, 中型貨車, 重型貨車","Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
"VMW023371","達安汽車工程","TAT ON MOTOR ENGINEERING","新界","N.T.","荃灣","TSUEN WAN","橫龍街17-33號 ‎明華工業大廈A1舖","Shop A1, Ming Wah Industrial Building, No. 17-33, Wang Lung Street, ","24092092","3","IC","2028-01-11","","22.365875","114.116702","私家車, 小巴, 輕型貨車, 中型貨車, 重型貨車","Private Car, Light Bus, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW023382","力行汽車服務公司","ROCK POWER AUTO MOTORS SERVICE CO.","新界","N.T.","元朗","YUEN LONG","洪水橋洪屋村 DD 127, LOT 167","DD 127, LOT 167 Hung UK Tsuen, Hung Shui Kiu","24883804","3","IC","2028-03-12","","22.439586","114.002446","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW023393","華笙(展揚)汽車服務","VALENCE MOTOR SERVICE","新界","N.T.","元朗","YUEN LONG","公痷路白沙村1號A","No. 1A, Pak Sha Tsuen, Kung Um Road, ","","3","IC","2028-01-15","","22.425408","114.021281","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW023406","進興汽車有限公司","TSUN HING MOTOR LIMITED","新界","N.T.","元朗","YUEN LONG","落馬洲落馬洲路 DD 99, LOT 268DRP","DD 99, LOT 268DRP Lok Ma Chau Road, Lok Ma Chau","24724066","3","IC","2028-01-19","","22.50627","114.07844","巴士, 輕型貨車, 中型貨車, 重型貨車","Bus, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW023428","亞洲汽車服務中心","ASIAN MOTOR SERVICE CENTER","新界","N.T.","元朗","YUEN LONG","錦田錦田路 DD 103, LOT 500RP","DD 103, LOT 500RP Kam Tin Road, Kam Tin","","3","IC,EVE","2028-04-20","","22.43923","114.057696","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW023439","連興有限公司","LIN HING COMPANY LIMITED","新界","N.T.","北區","NORTH DISTRICT","天光甫 DD 92, LOT 466-468","DD 92, LOT 466-468 Tin Kwong Po, ","","3","IC","2028-04-11","","22.503123","114.115089","私家車, 輕型貨車, 中型貨車, 重型貨車","Private Car, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
"VMW023440","德鋒工程有限公司","TELFORD ENGINEERING COMPANY LIMITED","新界","N.T.","元朗","YUEN LONG","嘉龍路小磡村17號","No. 17, Ka Lung Road, Siu Hum Village, ","25056288","3","IC","2025-04-12","*","22.493729","114.076522","輕型貨車, 中型貨車, 重型貨車","Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","車身修理, 車身噴漆, 尾板, 電動及油壓配件","Body works, Spray painting, Tail lift, Electric and hydrauic operated accessories","","","","","","","","","","","","","","","","","","",""
